####Molesworth Cover scores for randomly located plots established  by NZ Forest Surveys Jan 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"###Plot sizes are: Subplot1- 0.25 m2 (0.5m x 0.5m), Subplot2- 1 m2 (1m x 1m), Subplot3- 4 m2 (2m x 2m), Subplot4- 25 m2 (5m x 5m), Subplot5- 100 m2 (10m x 10m), Subplot6- 400 m2 (20m x 20m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##Height tiers are: 1 (0-0.1 m high); 2 (0.1-0.3); 3 (0.3-1); 4 (1-2), 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###Some duplicted species entries removed manually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity
Q,1,POACOL,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,1,RAOHOO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,1,ROCK,3,,,,,,4,,,,,,3,,,,,,3,,,,,,2,,,,,,2,,,,,,,
Q,1,ROSRUB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,
Q,1,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,1,RYTCLA,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,1,RYTPUM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,1,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,,
Q,1,THELON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,1,TRIREP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,1,VEGETATION,3,,,,,,4,1,,,,,5,3,1,,,,5,4,3,,,,5,4,3,,,,5,4,3,,,,,
Q,1,VIOCUN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,1,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,ACACAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,2,ACIAUR,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,hare,L
Q,2,ACRCOL,,,,,,,,,,,,,2,,,,,,3,2,,,,,1,1,,,,,1,1,,,,,,
Q,2,AGRCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,2,ANTODO,2,,,,,,3,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,BARE GROUND,3,,,,,,3,,,,,,2,,,,,,1,,,,,,3,,,,,,2,,,,,,,
Q,2,BRAMON,,,,,,,,,,,,,2,1,,,,,3,3,1,,,,3,3,2,,,,3,3,2,,,,,
Q,2,BULHOO,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,CARAVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,hare,H
Q,2,CELDUR,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,
Q,2,CHIFSB,,,,,,,,,,,,,,,,,,,1,2,2,,,,1,1,1,,,,1,1,1,,,,,
Q,2,COPPRO,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,2,CRECAP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,2,DACGLO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,2,DEYAVE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,DISTOU,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,1,1,,,,,
Q,2,ELYAFR,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,EPIALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,EPIGLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,FESNOV,,,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,2,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,HELPAR,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,2,1,,,,1,1,1,,,,,
Q,2,HELRSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,2,HIECAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,HIEPIL,3,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,2,,,,,,,
Q,2,HIEPOL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,KOENOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,LITTER,1,,,,,,1,,,,,,1,,,,,,3,,,,,,2,,,,,,1,,,,,,,
Q,2,MOSS,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,MUECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,OLECYM,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,2,OLENUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,2,OXAEXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,PHOCOO,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,2,2,,,,1,1,1,,,,,
Q,2,PIMORE,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,2,PITANO,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,
Q,2,POACOL,1,,,,,,1,,,,,,2,,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,
Q,2,ROCK,3,,,,,,3,,,,,,3,,,,,,2,,,,,,2,,,,,,3,,,,,,,
Q,2,ROSRUB,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
Q,2,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,2,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,2,THELON,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,2,VEGETATION,4,1,,,,,3,2,,,,,4,2,,,,,4,3,3,,,,4,3,3,,,,5,4,4,,,,,
Q,2,VITAUS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,2,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
Q,3,ANTODO,2,,,,,,2,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,1,1,,,,,
Q,3,ARESER,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,BARE GROUND,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,BROHOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,3,CARAVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
Q,3,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,CIRVUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,CRECAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,DACGLO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,1,,,,,
Q,3,DEYAVE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,
Q,3,DIAARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,DISTOU,,,,,,,1,,,,,,3,3,2,,,,3,3,2,,,,3,3,2,,,,2,2,2,,,,hare,L
Q,3,ECHVUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
Q,3,ELYAFR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,EPICIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,EUCAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,FESNOV,2,1,,,,,1,1,,,,,2,1,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,,
Q,3,GALAPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,3,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,3,HIEPIL,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,4,,,,,,,
Q,3,HOHLYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
Q,3,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,KOENOV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,3,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,hare,H
Q,3,MICUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,MUECOM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,,,hare,L
Q,3,OLEODO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
Q,3,PHOCOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,
Q,3,PIMORE,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
Q,3,PITANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
Q,3,POACOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,POAPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,3,PTEESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,3,ROCK,1,,,,,,2,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,,
Q,3,ROSRUB,1,,,,,,1,,,,,,1,2,2,,,,1,1,1,,,,1,1,1,,,,1,2,2,,,,,
Q,3,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,THELON,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,TRIDUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,TRIREP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,3,VEGETATION,6,1,,,,,6,1,,,,,5,3,2,,,,5,3,1,,,,5,3,2,,,,5,4,3,,,,,
Q,3,VERTHA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,
Q,3,VITAUS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,3,WAHALB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,ACACAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,AGRCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,4,ANTODO,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,1,1,,,,,
Q,4,ARESER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,BARE GROUND,3,,,,,,3,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,
Q,4,CARAVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,hare,H
Q,4,CERGLO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,CRECAP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,DACGLO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,,,,
Q,4,DEYAVE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,DICCRI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,DISTOU,,,,,,,1,,,,,,1,,,,,,3,3,2,,,,3,3,2,,,,3,3,2,,,,,
Q,4,ECHVUL,2,2,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
Q,4,ELYAFR,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,4,FESNOV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,4,GALAPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,4,GENCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,4,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,4,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,HIEPIL,4,,,,,,4,,,,,,4,,,,,,3,,,,,,4,,,,,,4,,,,,,,
Q,4,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,4,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,hare,H
Q,4,MICUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q,4,MYOAUS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,OLEODO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,hare,H
Q,4,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
Q,4,POACIT,3,2,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,4,ROCK,1,,,,,,2,,,,,,2,,,,,,3,,,,,,3,,,,,,3,,,,,,,
Q,4,ROSRUB,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
Q,4,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,TRIARV,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,TRIDUB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
Q,4,VEGETATION,5,3,1,,,,5,2,1,,,,5,1,1,,,,4,3,2,,,,5,3,2,,,,5,3,2,,,,,
Q,4,VERTHA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
Q,4,VERVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q,4,VITAUS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
Q,4,WAHALB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,AGRCAP,,,,,,,3,1,1,,,,3,3,1,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,ALOGEN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,ANAARV,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,ANTODO,2,1,1,,,,3,1,1,,,,2,2,1,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,BULHOO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,CAROVA,4,3,,,,,5,3,1,,,,4,3,1,,,,3,2,1,,,,3,2,1,,,,2,1,1,,,,,
R,1,CARSP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R,1,CERFON,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
R,1,COLAPE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R,1,CRECAP,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,,,,,,,
R,1,CYNCRI,2,1,1,,,,2,1,1,,,,2,1,1,,,,2,1,1,,,,2,1,1,,,,1,1,1,,,,,
R,1,ELEACU,,,,,,,,,,,,,3,,,,,,2,,,,,,2,1,,,,,,,,,,,,
R,1,ELEGRA,,,,,,,,,,,,3,,,,,,,2,,,,,,2,,,,,,2,,,,,,,
R,1,EPICHI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,EPICIL,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,
R,1,FESRUB,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,
R,1,GLYDEC,,,,,,,,,,,,,1,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,,
R,1,HOLLAN,3,2,1,,,,3,2,1,,,,3,2,1,,,,3,2,1,,,,3,2,1,,,,3,1,1,,,,,
R,1,HYDSUL,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,
R,1,HYPJAP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,HYPRAD,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,ISOSP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R,1,JUNART,,,,,,,,,,,,,,,,,,,1,1,,,,,2,1,,,,,2,1,,,,,,
R,1,JUNBUF,,,,,,,,,,,,,2,,,,,,2,,,,,,2,1,,,,,2,1,,,,,,
R,1,JUNEFF,1,1,1,,,,3,3,1,,,,3,3,1,,,,3,3,1,,,,3,3,1,,,,2,2,1,,,,,
R,1,LINCAT,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,LOTPED,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,
R,1,LUZLIM,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,MICSCA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,MICUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,MIMGUT,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,MIMMOS,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,
R,1,MONFON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,MOSS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,
R,1,MYOSCO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,MYRPRO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R,1,PHLPRA,1,1,1,,,,3,2,1,,,,3,2,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,POAPRA,2,1,1,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,POATRI,3,2,1,,,,3,2,1,,,,3,2,1,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,POTCHE,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,
R,1,PRUVUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,RANAMP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,RANCHE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,1,ROSRUB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,
R,1,RUMCRI,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,SAGPRO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R,1,SCHPAU,,,,,,,,,,,,,,,,,,,3,3,2,,,,2,2,1,,,,2,2,1,,,,,
R,1,SCHPHO,3,1,1,,,,2,1,1,,,,2,1,1,,,,2,1,1,,,,2,1,1,,,,1,1,1,,,,,
R,1,STEGRA,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
R,1,TRIDUB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,
R,1,TRIPRA,1,1,,,,,1,1,,,,,2,2,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
R,1,TRIREP,1,,,,,,1,,,,,,3,,,,,,3,,,,,,3,,,,,,2,,,,,,,
R,1,VEGETATION,6,4,2,,,,6,4,2,,,,6,4,2,,,,6,4,2,,,,6,4,2,,,,6,4,2,,,,,
R,2,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
R,2,AGRCAP,,,,,,,,,,,,,,,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,
R,2,AIRCAR,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R,2,ANTODO,2,,,,,,2,,,,,,3,,,,,,3,,,,,,2,1,,,,,2,1,,,,,,
R,2,BARE GROUND,3,,,,,,3,,,,,,2,,,,,,3,,,,,,3,,,,,,2,,,,,,,
R,2,BRALAG,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,CARMUE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,CARSP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
R,2,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R,2,CERGLO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,ECHVUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,ELYAFR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,FESNOV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
R,2,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
R,2,HIEPIL,4,,,,,,4,,,,,,4,,,,,,4,,,,,,3,,,,,,3,,,,,,,
R,2,HYPPER,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,hare,L
R,2,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
R,2,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
R,2,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R,2,POACOL,,,,,,,2,,,,,,1,,,,,,1,1,,,,,2,1,,,,,2,1,,,,,,
R,2,RAOHOO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,ROCK,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,ROSRUB,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,cattle,L
R,2,RUMACE,1,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,TRIARV,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,
R,2,TRIDUB,2,,,,,,2,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,,
R,2,TRIPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R,2,TRIREP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,VEGETATION,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,6,,,,,,,
R,2,VERVER,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,2,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
R,3,ACACAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R,3,ACRCOL,,,,,,,1,,,,,,1,,,,,,1,,,,,,2,1,,,,,2,1,,,,,,
R,3,AGRCAP,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
R,3,ANIARO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
R,3,ANIFIL,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,hare,M
R,3,ANTODO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
